id_saida,id_produto,id_posicao,data,quantidade
217,P009,A-2-04,2026-01-30,1
218,P009,A-2-04,2026-01-30,1
219,P009,A-2-04,2026-01-30,4
220,P009,A-2-04,2026-01-30,8
221,P009,A-2-04,2026-01-30,5
222,P009,A-2-04,2026-01-30,2
223,P009,A-2-04,2026-01-30,6
224,P009,A-2-04,2026-01-30,5
225,P009,A-2-04,2026-01-30,2
226,P009,A-2-04,2026-01-30,3
227,P009,A-2-04,2026-01-30,9
228,P009,A-2-04,2026-01-30,7
229,P009,A-2-04,2026-01-30,7
230,P009,A-2-04,2026-01-30,6
231,P009,A-2-04,2026-01-30,8
232,P009,A-2-04,2026-01-30,4
233,P010,A-2-05,2026-01-30,3
234,P011,B-1-01,2026-01-30,3
235,P011,B-1-01,2026-01-30,3
236,P011,B-1-01,2026-01-30,5
237,P013,B-1-03,2026-01-30,5
238,P014,B-1-04,2026-01-30,9
239,P014,B-1-04,2026-01-30,9
240,P014,B-1-04,2026-01-30,9
241,P014,B-1-04,2026-01-30,6
242,P014,B-1-04,2026-01-30,8
243,P015,B-1-05,2026-01-30,4
244,P015,B-1-05,2026-01-30,1
245,P018,B-2-03,2026-01-30,7
246,P018,B-2-03,2026-01-30,8
247,P018,B-2-03,2026-01-30,2
248,P019,B-2-04,2026-01-30,8
249,P020,B-2-05,2026-01-30,2
250,P020,B-2-05,2026-01-30,6
251,P020,B-2-05,2026-01-30,3
252,P020,B-2-05,2026-01-30,3
253,P003,A-1-03,2026-01-31,9
254,P004,A-1-04,2026-01-31,9
255,P005,A-1-05,2026-01-31,3
256,P005,A-1-05,2026-01-31,9
257,P008,A-2-03,2026-01-31,3
258,P008,A-2-03,2026-01-31,9
259,P008,A-2-03,2026-01-31,5
260,P009,A-2-04,2026-01-31,2
261,P009,A-2-04,2026-01-31,8
262,P009,A-2-04,2026-01-31,6
263,P009,A-2-04,2026-01-31,5
264,P009,A-2-04,2026-01-31,9
265,P009,A-2-04,2026-01-31,1
266,P009,A-2-04,2026-01-31,5
267,P009,A-2-04,2026-01-31,6
268,P009,A-2-04,2026-01-31,5
269,P010,A-2-05,2026-01-31,4
270,P011,B-1-01,2026-01-31,8
271,P012,B-1-02,2026-01-31,3
272,P014,B-1-04,2026-01-31,6
273,P014,B-1-04,2026-01-31,1
274,P014,B-1-04,2026-01-31,8
275,P014,B-1-04,2026-01-31,6
276,P014,B-1-04,2026-01-31,3
277,P015,B-1-05,2026-01-31,5
278,P015,B-1-05,2026-01-31,6
279,P015,B-1-05,2026-01-31,6
280,P015,B-1-05,2026-01-31,4
281,P016,B-2-01,2026-01-31,1
282,P016,B-2-01,2026-01-31,6
283,P019,B-2-04,2026-01-31,1
284,P020,B-2-05,2026-01-31,5
285,P020,B-2-05,2026-01-31,9
286,P020,B-2-05,2026-01-31,1
287,P020,B-2-05,2026-01-31,9
288,P020,B-2-05,2026-01-31,8
289,P020,B-2-05,2026-01-31,6
290,P001,A-1-01,2026-02-01,1
291,P002,A-1-02,2026-02-01,5
292,P002,A-1-02,2026-02-01,8
293,P003,A-1-03,2026-02-01,1
294,P003,A-1-03,2026-02-01,8
295,P006,A-2-01,2026-02-01,5
296,P008,A-2-03,2026-02-01,5
297,P009,A-2-04,2026-02-01,4
298,P009,A-2-04,2026-02-01,9
299,P009,A-2-04,2026-02-01,9
300,P009,A-2-04,2026-02-01,2
301,P009,A-2-04,2026-02-01,8
302,P009,A-2-04,2026-02-01,8
303,P009,A-2-04,2026-02-01,7
304,P010,A-2-05,2026-02-01,1
305,P010,A-2-05,2026-02-01,9
306,P010,A-2-05,2026-02-01,1
307,P010,A-2-05,2026-02-01,1
308,P011,B-1-01,2026-02-01,5
309,P012,B-1-02,2026-02-01,6
310,P012,B-1-02,2026-02-01,3
311,P013,B-1-03,2026-02-01,1
312,P013,B-1-03,2026-02-01,4
313,P014,B-1-04,2026-02-01,2
314,P014,B-1-04,2026-02-01,5
315,P014,B-1-04,2026-02-01,1
316,P014,B-1-04,2026-02-01,6
317,P014,B-1-04,2026-02-01,6
318,P014,B-1-04,2026-02-01,4
319,P014,B-1-04,2026-02-01,8
320,P015,B-1-05,2026-02-01,4
321,P015,B-1-05,2026-02-01,2
322,P015,B-1-05,2026-02-01,3
323,P016,B-2-01,2026-02-01,5
324,P016,B-2-01,2026-02-01,4
325,P018,B-2-03,2026-02-01,8
326,P018,B-2-03,2026-02-01,2
327,P019,B-2-04,2026-02-01,4
328,P020,B-2-05,2026-02-01,9
329,P020,B-2-05,2026-02-01,6
330,P020,B-2-05,2026-02-01,3
331,P020,B-2-05,2026-02-01,8
332,P020,B-2-05,2026-02-01,9
333,P001,A-1-01,2026-02-02,5
334,P001,A-1-01,2026-02-02,4
335,P003,A-1-03,2026-02-02,9
336,P003,A-1-03,2026-02-02,5
337,P003,A-1-03,2026-02-02,9
338,P003,A-1-03,2026-02-02,4
339,P004,A-1-04,2026-02-02,3
340,P005,A-1-05,2026-02-02,6
341,P008,A-2-03,2026-02-02,3
342,P008,A-2-03,2026-02-02,6
343,P009,A-2-04,2026-02-02,6
344,P009,A-2-04,2026-02-02,5
345,P009,A-2-04,2026-02-02,8
346,P009,A-2-04,2026-02-02,1
347,P009,A-2-04,2026-02-02,1
348,P009,A-2-04,2026-02-02,6
349,P010,A-2-05,2026-02-02,1
350,P012,B-1-02,2026-02-02,6
351,P013,B-1-03,2026-02-02,7
352,P013,B-1-03,2026-02-02,1
353,P014,B-1-04,2026-02-02,8
354,P014,B-1-04,2026-02-02,3
355,P014,B-1-04,2026-02-02,2
356,P014,B-1-04,2026-02-02,1
357,P014,B-1-04,2026-02-02,3
358,P014,B-1-04,2026-02-02,2
359,P015,B-1-05,2026-02-02,6
360,P015,B-1-05,2026-02-02,3
361,P016,B-2-01,2026-02-02,7
362,P017,B-2-02,2026-02-02,3
363,P018,B-2-03,2026-02-02,7
364,P019,B-2-04,2026-02-02,9
365,P019,B-2-04,2026-02-02,7
366,P019,B-2-04,2026-02-02,3
367,P020,B-2-05,2026-02-02,6
368,P020,B-2-05,2026-02-02,9
369,P001,A-1-01,2026-02-03,1
370,P002,A-1-02,2026-02-03,8
371,P002,A-1-02,2026-02-03,8
372,P003,A-1-03,2026-02-03,7
373,P003,A-1-03,2026-02-03,2
374,P003,A-1-03,2026-02-03,7
375,P005,A-1-05,2026-02-03,3
376,P005,A-1-05,2026-02-03,4
377,P007,A-2-02,2026-02-03,2
378,P007,A-2-02,2026-02-03,3
379,P007,A-2-02,2026-02-03,7
380,P009,A-2-04,2026-02-03,9
381,P009,A-2-04,2026-02-03,2
382,P009,A-2-04,2026-02-03,5
383,P009,A-2-04,2026-02-03,3
384,P009,A-2-04,2026-02-03,4
385,P009,A-2-04,2026-02-03,6
386,P009,A-2-04,2026-02-03,8
387,P009,A-2-04,2026-02-03,1
388,P009,A-2-04,2026-02-03,8
389,P009,A-2-04,2026-02-03,7
390,P009,A-2-04,2026-02-03,1
391,P009,A-2-04,2026-02-03,2
392,P009,A-2-04,2026-02-03,3
393,P009,A-2-04,2026-02-03,1
394,P010,A-2-05,2026-02-03,7
395,P010,A-2-05,2026-02-03,9
396,P012,B-1-02,2026-02-03,7
397,P012,B-1-02,2026-02-03,5
398,P012,B-1-02,2026-02-03,6
399,P013,B-1-03,2026-02-03,4
400,P014,B-1-04,2026-02-03,5
401,P014,B-1-04,2026-02-03,6
402,P014,B-1-04,2026-02-03,5
403,P014,B-1-04,2026-02-03,9
404,P015,B-1-05,2026-02-03,9
405,P015,B-1-05,2026-02-03,5
406,P016,B-2-01,2026-02-03,2
407,P016,B-2-01,2026-02-03,6
408,P019,B-2-04,2026-02-03,5
409,P020,B-2-05,2026-02-03,4
410,P020,B-2-05,2026-02-03,4
411,P020,B-2-05,2026-02-03,3
412,P020,B-2-05,2026-02-03,3
413,P020,B-2-05,2026-02-03,4
414,P020,B-2-05,2026-02-03,1
415,P020,B-2-05,2026-02-03,2
416,P020,B-2-05,2026-02-03,9
417,P020,B-2-05,2026-02-03,2
418,P003,A-1-03,2026-02-04,7
419,P003,A-1-03,2026-02-04,3
420,P003,A-1-03,2026-02-04,3
421,P006,A-2-01,2026-02-04,3
422,P008,A-2-03,2026-02-04,8
423,P008,A-2-03,2026-02-04,3
424,P008,A-2-03,2026-02-04,8
425,P008,A-2-03,2026-02-04,5
426,P008,A-2-03,2026-02-04,1
427,P009,A-2-04,2026-02-04,6
428,P009,A-2-04,2026-02-04,8
429,P009,A-2-04,2026-02-04,9
430,P009,A-2-04,2026-02-04,2
431,P009,A-2-04,2026-02-04,9
432,P009,A-2-04,2026-02-04,9
433,P009,A-2-04,2026-02-04,7
434,P009,A-2-04,2026-02-04,1
435,P009,A-2-04,2026-02-04,7
436,P009,A-2-04,2026-02-04,5
437,P009,A-2-04,2026-02-04,6
438,P010,A-2-05,2026-02-04,5
439,P011,B-1-01,2026-02-04,8
440,P012,B-1-02,2026-02-04,2
441,P012,B-1-02,2026-02-04,7
442,P012,B-1-02,2026-02-04,1
443,P012,B-1-02,2026-02-04,8
444,P013,B-1-03,2026-02-04,2
445,P014,B-1-04,2026-02-04,2
446,P014,B-1-04,2026-02-04,7
447,P014,B-1-04,2026-02-04,3
448,P014,B-1-04,2026-02-04,2
449,P014,B-1-04,2026-02-04,7
450,P014,B-1-04,2026-02-04,2
451,P014,B-1-04,2026-02-04,3
452,P014,B-1-04,2026-02-04,7
453,P014,B-1-04,2026-02-04,4
454,P018,B-2-03,2026-02-04,9
455,P019,B-2-04,2026-02-04,7
456,P020,B-2-05,2026-02-04,8
457,P020,B-2-05,2026-02-04,2
458,P005,A-1-05,2026-02-05,8
459,P005,A-1-05,2026-02-05,4
460,P007,A-2-02,2026-02-05,6
461,P007,A-2-02,2026-02-05,7
462,P008,A-2-03,2026-02-05,4
463,P008,A-2-03,2026-02-05,4
464,P008,A-2-03,2026-02-05,8
465,P008,A-2-03,2026-02-05,4
466,P009,A-2-04,2026-02-05,3
467,P009,A-2-04,2026-02-05,2
468,P009,A-2-04,2026-02-05,9
469,P009,A-2-04,2026-02-05,9
470,P009,A-2-04,2026-02-05,1
471,P009,A-2-04,2026-02-05,3
472,P009,A-2-04,2026-02-05,8
473,P009,A-2-04,2026-02-05,6
474,P009,A-2-04,2026-02-05,5
475,P009,A-2-04,2026-02-05,5
476,P009,A-2-04,2026-02-05,6
477,P009,A-2-04,2026-02-05,7
478,P009,A-2-04,2026-02-05,1
479,P009,A-2-04,2026-02-05,9
480,P010,A-2-05,2026-02-05,2
481,P010,A-2-05,2026-02-05,2
482,P010,A-2-05,2026-02-05,1
483,P012,B-1-02,2026-02-05,8
484,P013,B-1-03,2026-02-05,4
485,P014,B-1-04,2026-02-05,9
486,P014,B-1-04,2026-02-05,3
487,P014,B-1-04,2026-02-05,9
488,P014,B-1-04,2026-02-05,2
489,P015,B-1-05,2026-02-05,8
490,P015,B-1-05,2026-02-05,6
491,P015,B-1-05,2026-02-05,8
492,P015,B-1-05,2026-02-05,5
493,P018,B-2-03,2026-02-05,5
494,P019,B-2-04,2026-02-05,3
495,P020,B-2-05,2026-02-05,9
496,P020,B-2-05,2026-02-05,5
497,P020,B-2-05,2026-02-05,4
498,P020,B-2-05,2026-02-05,6
499,P020,B-2-05,2026-02-05,7
500,P020,B-2-05,2026-02-05,5
501,P020,B-2-05,2026-02-05,9
502,P020,B-2-05,2026-02-05,3
503,P020,B-2-05,2026-02-05,7
504,P020,B-2-05,2026-02-05,5
505,P020,B-2-05,2026-02-05,7
506,P002,A-1-02,2026-02-06,7
507,P002,A-1-02,2026-02-06,2
508,P003,A-1-03,2026-02-06,2
509,P003,A-1-03,2026-02-06,8
510,P003,A-1-03,2026-02-06,3
511,P007,A-2-02,2026-02-06,5
512,P009,A-2-04,2026-02-06,2
513,P009,A-2-04,2026-02-06,4
514,P009,A-2-04,2026-02-06,1
515,P009,A-2-04,2026-02-06,6
516,P009,A-2-04,2026-02-06,1
517,P009,A-2-04,2026-02-06,6
518,P009,A-2-04,2026-02-06,1
519,P009,A-2-04,2026-02-06,6
520,P009,A-2-04,2026-02-06,8
521,P009,A-2-04,2026-02-06,2
522,P009,A-2-04,2026-02-06,2
523,P009,A-2-04,2026-02-06,4
524,P009,A-2-04,2026-02-06,3
525,P009,A-2-04,2026-02-06,4
526,P009,A-2-04,2026-02-06,7
527,P009,A-2-04,2026-02-06,1
528,P010,A-2-05,2026-02-06,7
529,P010,A-2-05,2026-02-06,2
530,P012,B-1-02,2026-02-06,7
531,P012,B-1-02,2026-02-06,7
532,P013,B-1-03,2026-02-06,3
533,P013,B-1-03,2026-02-06,1
534,P013,B-1-03,2026-02-06,8
535,P013,B-1-03,2026-02-06,5
536,P014,B-1-04,2026-02-06,1
537,P014,B-1-04,2026-02-06,9
538,P014,B-1-04,2026-02-06,8
539,P014,B-1-04,2026-02-06,2
540,P014,B-1-04,2026-02-06,8
541,P014,B-1-04,2026-02-06,9
542,P014,B-1-04,2026-02-06,1
543,P014,B-1-04,2026-02-06,5
544,P014,B-1-04,2026-02-06,8
545,P015,B-1-05,2026-02-06,5
546,P015,B-1-05,2026-02-06,8
547,P015,B-1-05,2026-02-06,3
548,P015,B-1-05,2026-02-06,4
549,P016,B-2-01,2026-02-06,1
550,P016,B-2-01,2026-02-06,4
551,P019,B-2-04,2026-02-06,6
552,P020,B-2-05,2026-02-06,2
553,P020,B-2-05,2026-02-06,6
554,P020,B-2-05,2026-02-06,9
555,P020,B-2-05,2026-02-06,1
556,P020,B-2-05,2026-02-06,6
557,P001,A-1-01,2026-02-07,9
558,P001,A-1-01,2026-02-07,6
559,P001,A-1-01,2026-02-07,6
560,P003,A-1-03,2026-02-07,1
561,P003,A-1-03,2026-02-07,1
562,P003,A-1-03,2026-02-07,9
563,P007,A-2-02,2026-02-07,7
564,P008,A-2-03,2026-02-07,7
565,P008,A-2-03,2026-02-07,1
566,P009,A-2-04,2026-02-07,6
567,P009,A-2-04,2026-02-07,9
568,P009,A-2-04,2026-02-07,6
569,P009,A-2-04,2026-02-07,9
570,P009,A-2-04,2026-02-07,7
571,P009,A-2-04,2026-02-07,9
572,P009,A-2-04,2026-02-07,2
573,P009,A-2-04,2026-02-07,8
574,P009,A-2-04,2026-02-07,8
575,P009,A-2-04,2026-02-07,2
576,P009,A-2-04,2026-02-07,4
577,P009,A-2-04,2026-02-07,7
578,P009,A-2-04,2026-02-07,4
579,P009,A-2-04,2026-02-07,4
580,P009,A-2-04,2026-02-07,6
581,P009,A-2-04,2026-02-07,6
582,P009,A-2-04,2026-02-07,3
583,P012,B-1-02,2026-02-07,7
584,P013,B-1-03,2026-02-07,4
585,P013,B-1-03,2026-02-07,8
586,P013,B-1-03,2026-02-07,7
587,P014,B-1-04,2026-02-07,6
588,P014,B-1-04,2026-02-07,2
589,P015,B-1-05,2026-02-07,3
590,P015,B-1-05,2026-02-07,3
591,P016,B-2-01,2026-02-07,1
592,P017,B-2-02,2026-02-07,5
593,P018,B-2-03,2026-02-07,4
594,P018,B-2-03,2026-02-07,4
595,P019,B-2-04,2026-02-07,3
596,P020,B-2-05,2026-02-07,6
597,P020,B-2-05,2026-02-07,3
598,P020,B-2-05,2026-02-07,2
599,P020,B-2-05,2026-02-07,8
600,P020,B-2-05,2026-02-07,5
601,P020,B-2-05,2026-02-07,1
602,P020,B-2-05,2026-02-07,3
603,P020,B-2-05,2026-02-07,8
604,P001,A-1-01,2026-02-08,2
605,P003,A-1-03,2026-02-08,8
606,P003,A-1-03,2026-02-08,7
607,P005,A-1-05,2026-02-08,9
608,P006,A-2-01,2026-02-08,5
609,P008,A-2-03,2026-02-08,3
610,P008,A-2-03,2026-02-08,6
611,P008,A-2-03,2026-02-08,9
612,P009,A-2-04,2026-02-08,1
613,P009,A-2-04,2026-02-08,9
614,P009,A-2-04,2026-02-08,6
615,P009,A-2-04,2026-02-08,4
616,P009,A-2-04,2026-02-08,9
617,P009,A-2-04,2026-02-08,5
618,P009,A-2-04,2026-02-08,5
619,P009,A-2-04,2026-02-08,5
620,P009,A-2-04,2026-02-08,1
621,P010,A-2-05,2026-02-08,4
622,P010,A-2-05,2026-02-08,2
623,P010,A-2-05,2026-02-08,2
624,P010,A-2-05,2026-02-08,9
625,P011,B-1-01,2026-02-08,7
626,P011,B-1-01,2026-02-08,3
627,P012,B-1-02,2026-02-08,1
628,P012,B-1-02,2026-02-08,3
629,P014,B-1-04,2026-02-08,2
630,P014,B-1-04,2026-02-08,9
631,P014,B-1-04,2026-02-08,2
632,P015,B-1-05,2026-02-08,7
633,P015,B-1-05,2026-02-08,6
634,P015,B-1-05,2026-02-08,4
635,P019,B-2-04,2026-02-08,5
636,P019,B-2-04,2026-02-08,1
637,P020,B-2-05,2026-02-08,1
638,P020,B-2-05,2026-02-08,7
639,P020,B-2-05,2026-02-08,7
640,P020,B-2-05,2026-02-08,2
641,P002,A-1-02,2026-02-09,9
642,P002,A-1-02,2026-02-09,4
643,P002,A-1-02,2026-02-09,1
644,P003,A-1-03,2026-02-09,2
645,P003,A-1-03,2026-02-09,2
646,P003,A-1-03,2026-02-09,6
647,P003,A-1-03,2026-02-09,9
648,P003,A-1-03,2026-02-09,1
649,P005,A-1-05,2026-02-09,4
650,P005,A-1-05,2026-02-09,2
651,P005,A-1-05,2026-02-09,6
652,P007,A-2-02,2026-02-09,3
653,P007,A-2-02,2026-02-09,1
654,P007,A-2-02,2026-02-09,8
655,P008,A-2-03,2026-02-09,1
656,P008,A-2-03,2026-02-09,7
657,P009,A-2-04,2026-02-09,9
658,P009,A-2-04,2026-02-09,1
659,P009,A-2-04,2026-02-09,1
660,P009,A-2-04,2026-02-09,1
661,P009,A-2-04,2026-02-09,3
662,P009,A-2-04,2026-02-09,6
663,P009,A-2-04,2026-02-09,3
664,P009,A-2-04,2026-02-09,8
665,P009,A-2-04,2026-02-09,2
666,P009,A-2-04,2026-02-09,9
667,P009,A-2-04,2026-02-09,3
668,P010,A-2-05,2026-02-09,5
669,P010,A-2-05,2026-02-09,2
670,P010,A-2-05,2026-02-09,5
671,P010,A-2-05,2026-02-09,4
672,P010,A-2-05,2026-02-09,7
673,P011,B-1-01,2026-02-09,7
674,P011,B-1-01,2026-02-09,7
675,P011,B-1-01,2026-02-09,5
676,P012,B-1-02,2026-02-09,3
677,P014,B-1-04,2026-02-09,4
678,P014,B-1-04,2026-02-09,3
679,P014,B-1-04,2026-02-09,8
680,P014,B-1-04,2026-02-09,4
681,P015,B-1-05,2026-02-09,7
682,P015,B-1-05,2026-02-09,7
683,P015,B-1-05,2026-02-09,7
684,P015,B-1-05,2026-02-09,8
685,P016,B-2-01,2026-02-09,4
686,P016,B-2-01,2026-02-09,4
687,P018,B-2-03,2026-02-09,7
688,P019,B-2-04,2026-02-09,9
689,P020,B-2-05,2026-02-09,4
690,P020,B-2-05,2026-02-09,2
691,P020,B-2-05,2026-02-09,8
692,P020,B-2-05,2026-02-09,3
693,P020,B-2-05,2026-02-09,4
694,P020,B-2-05,2026-02-09,7
695,P020,B-2-05,2026-02-09,9
696,P002,A-1-02,2026-02-10,2
697,P003,A-1-03,2026-02-10,2
